#	Isochrone	Z = 0.00800		Age = 	6.310e+07 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.80	0.15000001	0.1500	-2.4524	3.5402	5.1734	10.901	15.663	14.049	12.440	11.437	10.266	9.139	8.553	8.312	-9.59274740
	7.80	0.20000000	0.2000	-2.1754	3.5616	5.1068	10.208	14.479	13.033	11.516	10.571	9.567	8.504	7.883	7.654	-6.50542581
	7.80	0.25000000	0.2500	-1.9866	3.5732	5.0614	9.737	13.764	12.409	10.939	10.020	9.107	8.066	7.412	7.190	-4.81334753
	7.80	0.30000001	0.3000	-1.8365	3.5824	5.0273	9.361	13.185	11.896	10.470	9.578	8.723	7.716	7.051	6.843	-3.76315853
	7.80	0.34999999	0.3500	-1.7105	3.5902	4.9994	9.046	12.695	11.461	10.073	9.205	8.397	7.423	6.750	6.558	-3.05614800
	7.80	0.40000001	0.4000	-1.5646	3.5972	4.9395	8.682	12.189	10.995	9.640	8.793	8.027	7.077	6.391	6.214	-2.55202682
	7.80	0.44999999	0.4500	-1.4447	3.6061	4.9063	8.382	11.737	10.578	9.264	8.444	7.717	6.799	6.105	5.948	-2.17685426
	7.80	0.50000000	0.5000	-1.3136	3.6168	4.8638	8.054	11.253	10.123	8.857	8.069	7.379	6.495	5.796	5.660	-1.88823797
	7.80	0.55000001	0.5500	-1.1750	3.6291	4.8159	7.708	10.713	9.627	8.419	7.670	7.022	6.176	5.477	5.365	-1.66026185
	7.80	0.60000002	0.6000	-1.0432	3.6410	4.7695	7.378	10.166	9.147	8.000	7.295	6.685	5.874	5.189	5.094	-1.47625717
	7.80	0.69999999	0.7000	-0.7619	3.6740	4.6870	6.675	8.810	8.052	7.062	6.480	5.959	5.258	4.657	4.588	-1.19890256
	7.80	0.80000001	0.8000	-0.4837	3.7181	4.6431	5.979	7.350	6.974	6.155	5.699	5.266	4.712	4.247	4.197	-1.00113983
	7.80	0.89999998	0.9000	-0.2356	3.7544	4.5914	5.359	6.221	6.110	5.437	5.058	4.689	4.242	3.869	3.833	-0.85396262
	7.80	1.00000000	1.0000	-0.0176	3.7800	4.5217	4.814	5.405	5.423	4.854	4.524	4.196	3.816	3.500	3.472	-0.74074074
	7.80	1.10000002	1.1000	0.1971	3.8047	4.4472	4.277	4.689	4.769	4.296	4.009	3.722	3.402	3.136	3.115	-0.65130752
	7.80	1.20000005	1.2000	0.3808	3.8265	4.3882	3.818	4.130	4.221	3.822	3.574	3.324	3.054	2.832	2.815	-0.57912395
	7.80	1.29999995	1.3000	0.5454	3.8497	4.3515	3.407	3.658	3.728	3.396	3.191	2.982	2.764	2.590	2.576	-0.51980772
	7.80	1.39999998	1.4000	0.6902	3.8785	4.3539	3.045	3.259	3.283	3.022	2.870	2.716	2.559	2.439	2.428	-0.47031994
	7.80	1.50000000	1.4999	0.8245	3.9079	4.3670	2.709	2.904	2.881	2.692	2.594	2.496	2.394	2.324	2.313	-0.42849231
	7.80	1.60000002	1.5999	0.9443	3.9345	4.3820	2.409	2.596	2.552	2.429	2.375	2.321	2.262	2.226	2.217	-0.39273920
	7.80	1.70000005	1.6999	1.0564	3.9578	4.3893	2.129	2.314	2.281	2.211	2.187	2.162	2.137	2.122	2.115	-0.36187632
	7.80	1.79999995	1.7999	1.1554	3.9775	4.3936	1.881	2.066	2.067	2.032	2.027	2.023	2.023	2.021	2.019	-0.33500274
	7.80	1.85000002	1.8499	1.2147	3.9874	4.3862	1.733	1.920	1.945	1.927	1.928	1.932	1.944	1.947	1.947	-0.32283781
	7.80	1.89999998	1.8999	1.2504	3.9962	4.3970	1.644	1.832	1.880	1.875	1.882	1.892	1.914	1.922	1.924	-0.31142170
	7.80	2.00000000	1.9998	1.3379	4.0117	4.3938	1.425	1.620	1.714	1.729	1.743	1.763	1.803	1.816	1.823	-0.29058670
	7.80	2.20000005	2.1998	1.4975	4.0392	4.3856	1.026	1.239	1.421	1.467	1.492	1.525	1.595	1.617	1.632	-0.25550276
	7.80	2.32573700	2.3255	1.5894	4.0543	4.3783	0.796	1.024	1.256	1.316	1.346	1.385	1.470	1.496	1.516	-0.23703333
	7.80	2.50000000	2.4997	1.7108	4.0740	4.3672	0.493	0.747	1.042	1.118	1.152	1.199	1.304	1.335	1.360	-0.21500434
	7.80	3.00000000	2.9994	2.0134	4.1199	4.3271	-0.263	0.081	0.513	0.616	0.660	0.723	0.868	0.910	0.945	-0.16809413
	7.80	3.21012759	3.2094	2.1253	4.1361	4.3094	-0.543	-0.160	0.316	0.429	0.477	0.544	0.703	0.748	0.786	-0.15341264
	7.80	3.50000000	3.4990	2.2713	4.1566	4.2829	-0.908	-0.470	0.059	0.183	0.235	0.309	0.482	0.532	0.575	-0.13651311
