Num    X        Y        FwhmX    FwhmY    Angle    Mag      Flux          OMC        SNR
313    358.84   607.32   4.1      3.923    0.7477   16.88    8815.88       28.07      17.23
314    136.43   88.928   4.122    3.174    0.4149   16.881   8806.34       59.68      9.954
315    220.48   389.25   3.604    3.593    -0.5736  16.884   8781.81       30.6       19.56
316    97.335   118.37   4.615    3.48     1.077    16.885   8770.66       41.48      11.62
317    380.5    57.052   3.503    3.276    0.1754   16.89    8731.89       39.14      17.16
318    65.559   99.932   3.914    3.608    0.535    16.903   8630.85       39.21      13.76
319    306.57   12.748   3.881    3.823    0.5252   16.907   8595.39       30.4       16.82
320    1197.4   428.38   3.718    3.616    1.159    16.911   8565.51       4.845      116.1
321    53.306   236.99   3.772    3.149    0.2703   16.919   8501.13       110.2      5.733
322    368.33   272.75   4.319    3.755    -0.3217  16.921   8491.45       79.08      5.844
323    683.15   504.41   4.354    3.626    -1.231   16.93    8420.57       15.26      30.85
324    976.27   1325     3.93     3.74     -1.13    16.931   8412.06       5.813      86.9
325    642.48   147.36   3.64     3.594    0.009246 16.931   8408.47       21.13      26.84
326    1054.2   12.391   3.687    3.541    -1.016   16.947   8288.77       5.662      98.94
327    1605.5   1232.3   3.855    3.521    -1.161   16.953   8244.21       5.545      96.67
328    111.89   1966.4   3.934    3.839    -0.1321  16.954   8235.3        8.439      57.02
329    2027.3   1108.3   3.756    3.739    -0.1182  16.962   8173.32       4.592      111.9
330    290.12   349.69   7.945    3.705    -0.4704  16.965   8147.65       32.98      7.407
331    817.48   263.87   3.633    3.474    -1.094   16.967   8135.72       8.932      63.69
332    122.06   276.83   4.407    3.755    0.2756   16.968   8126.28       36.82      11.77
333    840.92   723.48   3.648    3.55     -0.7226  16.976   8066.35       20.62      26.66
334    1350.5   537.82   3.775    3.692    1.179    16.98    8036.35       4.956      102.7
335    76.142   83.176   3.932    3.275    0.8797   16.981   8030.51       38.2       14.41
336    202.96   1092.7   3.676    3.481    -0.295   16.982   8024.37       10.35      53.5
337    1304.3   1150.4   5.295    3.862    0.855    16.986   7991.87       9.857      34.99
338    389.12   890.71   3.635    3.602    0.05333  16.987   7987.03       5.339      100.9
339    191.91   479.85   3.634    3.53     0.3227   17.001   7883.97       24.25      22.37
340    158.55   244.94   5.075    3.266    -0.458   17.002   7881.33       47.12      8.904
341    146.19   1304.7   3.643    3.628    -0.7129  17.006   7850.33       6.841      76.62
342    1363.7   1168.8   3.81     3.56     -1.314   17.009   7825.7        5.103      99.79
343    298.99   108.2    4.272    3.878    -1.409   17.013   7795.87       29.65      14
344    952.08   48.663   8.234    3.893    -0.3387  17.018   7763.93       21.2       10.08
345    636.94   863.32   3.741    3.644    -1.502   17.019   7755.33       7.95       63.16
346    341.81   368.95   4.219    3.918    -1.39    17.031   7673.1        66.12      6.196
347    138.24   242.64   3.891    3.402    -1.178   17.037   7630.36       103.4      4.92
