# ID  X      Y        V        unc_V    B      unc_B  I        unc_I   X_     E
 310 1624.56 1003.35  14.959   0.001  15.979   0.003  13.733   0.010   0.933  -0.090
 311  306.18  443.10  14.944   0.001  16.037   0.001  13.720   0.001   0.894  -0.034
 312  665.28  710.46  14.946   0.001  15.729   0.001  14.033   0.001   0.897  -0.053
 313 1234.60 1006.38  14.962   0.003  15.272   0.001  14.523   0.000   0.910  -0.017
 314  832.05  471.09  14.970   0.001  15.315   0.001  14.480   0.002   0.906  -0.072
 315 1025.69 1167.17  14.997   0.001  16.005   0.001  13.763   0.001   0.916   0.058
 316  974.77 1454.16  14.952   0.001  16.164   0.001  13.652   0.001   0.900  -0.080
 317 1291.95  997.58  14.969   0.005  15.262   0.000  14.547   0.002   0.912  -0.123
 318 1186.81 1811.24  14.991   0.001  16.004   0.001  13.791   0.001   0.907  -0.010
 319 1324.36  772.28  14.999   0.001  15.999   0.001  13.801   0.001   0.954   0.039
 320 1393.73 1548.59  14.988   0.001  15.728   0.001  14.103   0.001   0.891  -0.005
 321 1472.62  382.83  14.983   0.001  15.309   0.001  14.535   0.002   0.916  -0.023
 322  664.41  793.94  15.139   0.001  15.453   0.001  14.241   0.001   0.920  -0.134
 323 1301.95  608.25  15.021   0.001  16.019   0.001  13.808   0.001   0.888  -0.138
 324 1045.20  820.65  15.016   0.001  15.987   0.001  13.848   0.001   0.920   0.060
 325 1523.81  789.97  15.018   0.001  16.033   0.001  13.807   0.001   0.881  -0.020
 326 2136.24  408.89  15.021   0.003  16.007   0.002  13.829   0.003   1.168  -0.067
 327 1210.70  740.28  14.994   0.001  15.234   0.001  14.640   0.002   1.032   0.137
 328 1156.48 1173.00  14.998   0.001  15.252   0.001  14.626   0.002   0.935   0.019
 329  946.23  980.75  15.044   0.008  15.672   0.001  14.193   0.018   0.916  -0.101
 330 1317.91  634.67  15.076   0.001  15.583   0.001  14.289   0.001   0.896  -0.074
 331 1712.55  458.56  15.071   0.001  15.693   0.001  14.187   0.001   0.914  -0.080
 332 1724.63  531.96  15.019   0.001  15.200   0.001  14.736   0.002   0.914  -0.063
 333  768.92 1421.94  15.042   0.001  15.878   0.001  14.073   0.001   0.882  -0.030
 334 1374.43  586.05  15.069   0.001  16.081   0.001  13.864   0.001   0.896  -0.044
 335 1275.27 1082.68  15.085   0.001  16.143   0.001  13.807   0.001   0.893  -0.042
 336 1694.43  114.86  15.082   0.001  16.175   0.001  13.786   0.001   0.886  -0.056
 337  247.23  218.80  15.067   0.001  16.103   0.001  13.893   0.001   0.889  -0.090
 338  700.79  477.73  15.060   0.001  15.312   0.001  14.697   0.002   0.898  -0.086
 339 1932.88 1359.75  15.113   0.001  15.814   0.001  14.163   0.002   0.971  -0.085
 340 1725.98  781.04  15.107   0.001  16.101   0.001  13.928   0.001   0.905  -0.096
 341 1137.87  899.73  15.126   0.009  16.110   0.008  13.927   0.003   0.961   0.015
 342 1036.06  939.07  15.134   0.002  16.120   0.005  13.941   0.002   0.899  -0.091
 343  986.03  779.76  15.110   0.001  15.316   0.001  14.791   0.002   0.989   0.113
 344 1504.57 1055.73  15.162   0.001  15.817   0.001  14.254   0.002   0.890  -0.057
 345 1187.26  913.02  15.146   0.014  16.154   0.005  13.939   0.003   0.994   0.110
 346 1182.03 1397.77  15.147   0.001  16.194   0.001  13.898   0.001   0.890   0.027
 347 1188.46 1494.88  15.163   0.001  16.130   0.001  13.968   0.001   0.927   0.141
 348 1563.78  465.59  15.112   0.001  16.427   0.001  13.755   0.001   0.913  -0.040
 349 1694.59   99.61  15.153   0.001  15.956   0.001  14.189   0.001   0.897   0.004
 350 2087.46  813.83  15.166   0.002  16.135   0.002  13.998   0.002   0.907  -0.118
 351  136.16 1554.05  15.168   0.002  16.139   0.001  13.997   0.002   0.947   0.012
 352  805.39 1493.68  15.171   0.001  16.136   0.001  14.006   0.001   0.879  -0.033
 353 1231.90 1246.52  15.187   0.001  16.224   0.001  13.936   0.001   0.890  -0.072
 354  999.22  347.04  15.189   0.001  16.240   0.001  13.927   0.001   0.897  -0.149
 355 1094.48 1165.98  15.164   0.001  15.366   0.001  14.836   0.002   0.903  -0.063
 356 1541.34 1682.90  15.161   0.001  16.021   0.001  14.183   0.002   0.901   0.006
 357 1154.24  316.06  15.202   0.001  16.205   0.001  13.980   0.001   0.902   0.070
 358 1589.85 1284.46  15.318   0.001  15.763   0.001  14.327   0.001   0.903  -0.036
 359 1121.90  725.41  15.205   0.001  16.192   0.001  14.031   0.001   0.932   0.045
 360 2133.27  588.37  15.223   0.002  16.186   0.002  14.056   0.002   0.962  -0.116
 361 1109.30  287.12  15.230   0.001  16.280   0.001  13.977   0.001   0.889  -0.096
 362 1209.79  608.83  15.206   0.001  15.405   0.001  14.886   0.002   0.931   0.085
 363  827.17    6.25  15.226   0.002  16.170   0.001  14.112   0.002   1.129   0.321
 364 1850.19  175.43  15.240   0.001  16.230   0.001  14.039   0.002   0.950  -0.041
 365 1101.71  689.06  15.254   0.001  16.224   0.001  14.083   0.001   0.905  -0.020
 366  460.77 1028.90  15.229   0.001  15.403   0.001  14.948   0.002   0.889  -0.050
 367 1074.73 1281.24  15.243   0.001  15.453   0.001  14.917   0.002   0.904   0.006
 368  811.25  719.92  15.279   0.001  16.313   0.001  14.039   0.001   0.907  -0.004
 369  995.48  447.63  15.280   0.001  16.333   0.001  14.051   0.001   0.926   0.060
 370 1062.44  976.16  15.262   0.010  15.475   0.001  14.934   0.002   0.951   0.110
 371 1085.82 1210.00  15.290   0.001  16.354   0.001  14.114   0.001   0.913   0.050
 372 1277.03  307.83  15.323   0.001  16.373   0.001  14.063   0.001   0.892  -0.078
 373 1224.90  795.53  15.316   0.002  16.301   0.001  14.147   0.002   0.976   0.112
 374 2011.71  614.30  15.324   0.002  16.269   0.001  14.191   0.002   0.984  -0.216
 375  854.55 1064.29  15.329   0.001  16.335   0.001  14.131   0.001   0.873  -0.101
 376  610.21 1108.11  15.305   0.001  15.438   0.001  15.069   0.002   0.888  -0.024
 377 1149.85 1131.03  15.352   0.001  16.359   0.001  14.127   0.001   0.878  -0.042
 378  929.82  832.61  15.352   0.001  16.273   0.001  14.218   0.001   0.894  -0.146
 379  765.33  507.24  15.322   0.001  15.549   0.001  14.974   0.002   0.906  -0.067
 380  130.93 1055.94  15.357   0.002  16.330   0.001  14.186   0.002   0.890   0.011
 381 1189.11  625.64  15.358   0.001  16.321   0.001  14.196   0.001   0.886  -0.039
 382 1116.38  761.17  15.363   0.001  16.317   0.001  14.200   0.001   0.904  -0.109
 383  366.33 1469.08  15.310   0.001  16.520   0.001  14.059   0.001   0.895  -0.030
 384  490.11   71.82  15.341   0.001  16.223   0.001  14.336   0.001   0.852  -0.062
 385 1015.44  711.29  15.374   0.001  16.328   0.001  14.208   0.001   0.929   0.006
 386  980.13  908.04  15.400   0.022  16.392   0.017  14.232   0.008   0.892   0.042
 387  788.38  212.37  15.379   0.001  15.606   0.001  14.994   0.002   0.878  -0.033
 388  982.49  487.90  15.401   0.001  16.432   0.001  14.146   0.001   0.908  -0.040
 389 1535.63  607.25  15.404   0.001  16.390   0.001  14.204   0.001   0.871  -0.034
 390 1083.82 1027.08  15.401   0.003  16.376   0.003  14.220   0.007   0.941  -0.281
 391  959.94  848.44  15.404   0.001  16.351   0.001  14.258   0.001   0.918   0.052
 392  667.06  538.32  15.415   0.001  16.421   0.001  14.203   0.001   0.902  -0.070
 393  903.24 1330.15  15.389   0.001  15.549   0.001  15.109   0.002   0.886   0.032
 394 1439.01  775.33  15.426   0.002  16.386   0.001  14.233   0.002   1.044   0.043
 395 1140.35 1200.63  15.446   0.001  16.417   0.001  14.273   0.001   0.873  -0.046
 396 1538.92  363.40  15.437   0.001  16.163   0.001  14.550   0.002   0.883  -0.096
 397 1850.72  983.17  15.447   0.001  16.434   0.003  14.260   0.010   0.960  -0.196
 398  852.83  725.36  15.426   0.001  16.590   0.001  14.147   0.001   0.938   0.203
 399 1590.40 1130.82  15.466   0.001  16.496   0.001  14.207   0.002   0.886  -0.019
 400 1294.13  310.68  15.466   0.001  16.507   0.001  14.221   0.001   0.874  -0.025
 401  977.15 1816.67  15.471   0.001  16.413   0.001  14.321   0.002   0.882  -0.034
 402  291.80 1226.37  15.437   0.001  15.391   0.001  15.390   0.003   0.910   0.033
 403 1562.75  818.33  15.483   0.002  16.436   0.001  14.338   0.002   0.895   0.043
 404  929.75  605.68  15.493   0.001  16.507   0.001  14.263   0.001   0.890  -0.017
 405  412.50  679.53  15.456   0.001  15.624   0.001  15.185   0.002   0.899   0.089
 406 1177.66 1060.03  15.505   0.001  16.517   0.001  14.293   0.001   0.875  -0.016
 407  973.60  729.71  15.520   0.002  16.457   0.001  14.369   0.002   0.983   0.219
 408 1057.51 1184.54  15.528   0.001  16.490   0.001  14.347   0.002   0.875  -0.016
 409 1356.57  887.97  15.531   0.006  16.529   0.008  14.332   0.000   0.890  -0.113
 410 2017.81 1126.97  15.532   0.002  16.551   0.002  14.296   0.002   1.042  -0.135
 411 2014.45  898.35  15.503   0.002  16.533   0.002  14.358   0.002   0.991  -0.216
 412 1593.03 1529.58  15.514   0.002  16.337   0.001  14.556   0.002   0.892   0.044
 413 1891.56 1416.74  15.529   0.002  16.360   0.001  14.518   0.002   0.914  -0.124
 414 1463.14  457.57  15.541   0.001  16.511   0.001  14.361   0.002   0.890   0.069
 415 2014.73  897.09  15.508   0.003  16.554   0.002  14.354   0.003   1.207  -0.224
 416  -12.40 1144.41  15.519   0.003  16.272   0.002  14.630   0.003   0.888   0.011
 417  595.96  125.13  15.542   0.001  16.585   0.001  14.295   0.001   0.853  -0.108
 418 1409.20 1373.73  15.475   0.001  16.764   0.001  14.185   0.001   0.871  -0.033
 419 1216.66  559.66  15.535   0.002  15.682   0.001  15.226   0.003   1.005   0.350
 420  443.74  505.05  15.555   0.001  16.526   0.001  14.361   0.002   0.877  -0.102
 421 1175.03  985.22  15.585   0.057  16.488   0.040  14.416   0.037   0.920   0.174
 422 1494.80  849.25  15.554   0.002  16.532   0.001  14.380   0.002   0.873  -0.009
 423 1033.30  414.99  15.564   0.002  16.558   0.001  14.369   0.002   0.917  -0.073
 424 1221.29 1032.54  15.550   0.002  16.455   0.001  14.506   0.002   0.889   0.002
 425 1432.13  977.63  15.576   0.000  16.552   0.004  14.385   0.007   0.944   0.048
 426  -10.49  583.82  15.525   0.002  16.405   0.002  14.595   0.003   0.986   0.089
 427 1395.84  647.70  15.581   0.002  16.554   0.001  14.398   0.002   0.864  -0.124
 428 1052.10  860.98  15.539   0.002  16.641   0.001  14.378   0.002   0.902  -0.137
 429  958.96 1029.03  15.597   0.008  16.540   0.001  14.434   0.010   0.927  -0.226
 430  797.85   53.91  15.601   0.001  16.615   0.001  14.391   0.002   0.863  -0.062
 431 1292.71  475.44  15.571   0.002  15.768   0.001  15.274   0.002   0.904   0.093
 432 1028.71  534.49  15.589   0.001  15.815   0.001  15.234   0.002   0.887  -0.055
 433 1099.69  705.02  15.616   0.002  16.585   0.001  14.446   0.002   0.954   0.213
 434 1093.28  924.36  15.624   0.003  16.579   0.003  14.450   0.001   0.882  -0.173
 435  832.66 1160.12  15.620   0.002  16.605   0.001  14.432   0.002   0.886   0.033
 436 1785.78 1477.58  15.624   0.002  16.650   0.001  14.383   0.002   0.886  -0.083
 437  557.02 1011.28  15.623   0.005  16.543   0.002  14.493   0.001   0.898  -0.179
 438 1233.23  974.27  15.631   0.003  16.599   0.004  14.441   0.004   1.021   0.049
 439  898.66  298.49  15.638   0.002  16.607   0.001  14.430   0.002   0.930   0.062
 440 1450.07  -21.49  15.619   0.004  16.641   0.004  14.425   0.005   0.949  -0.043
 441 1631.23  209.66  15.633   0.002  16.643   0.001  14.415   0.002   0.867  -0.044
 442  634.47  387.03  15.637   0.002  16.628   0.001  14.431   0.002   0.869  -0.066
 443  981.79  765.36  15.647   0.002  16.467   0.001  14.587   0.002   0.981   0.284
 444  494.97 1662.17  15.608   0.001  16.388   0.001  14.709   0.002   0.865  -0.013
 445 1433.96 1500.08  15.642   0.002  16.624   0.001  14.441   0.002   0.867   0.029
 446 1433.68 1520.03  15.627   0.002  16.383   0.001  14.701   0.002   0.877   0.086
 447 1194.59 1066.47  15.655   0.002  16.611   0.001  14.460   0.002   0.868   0.011
 448  728.32  942.07  15.655   0.005  16.595   0.003  14.506   0.001   0.857  -0.026
 449 1129.24  966.75  15.664   0.006  16.620   0.006  14.491   0.003   0.937   0.142
 450  447.69  380.72  15.611   0.001  16.887   0.001  14.274   0.001   0.881  -0.053
 451 1773.28 1165.32  15.662   0.002  16.656   0.001  14.459   0.002   0.900  -0.084
 452 1383.41  599.51  15.662   0.002  16.649   0.001  14.473   0.002   0.868  -0.101
 453  600.34 1058.97  15.667   0.002  16.590   0.001  14.533   0.002   0.886  -0.043
 454  368.83  162.41  15.644   0.002  15.888   0.001  15.282   0.002   0.871  -0.074
 455 1097.67  664.23  15.654   0.002  16.736   0.002  14.436   0.002   0.945  -0.211
 456  983.60  342.70  15.654   0.001  15.855   0.001  15.321   0.002   0.873   0.010
 457 1016.73  790.22  15.683   0.002  16.624   0.001  14.526   0.002   0.881  -0.036
 458 1877.89  260.49  15.692   0.002  16.633   0.001  14.528   0.002   0.925  -0.094
 459  728.20  406.53  15.696   0.002  16.669   0.001  14.503   0.002   0.869  -0.090
 460  981.14 1052.69  15.692   0.002  16.655   0.001  14.523   0.002   0.870  -0.054
 461 1207.90  828.65  15.702   0.002  16.641   0.001  14.559   0.002   0.917   0.053
 462 1484.89 1324.19  15.715   0.002  16.709   0.001  14.513   0.002   0.879   0.010
 463 1083.17  737.69  15.721   0.002  16.662   0.001  14.562   0.002   0.905  -0.025
 464  939.68 1312.50  15.721   0.002  16.687   0.001  14.548   0.002   0.868  -0.055
 465 1139.14  671.48  15.733   0.002  16.673   0.001  14.584   0.002   0.898   0.080
 466  648.31  668.45  15.741   0.002  16.660   0.001  14.599   0.002   0.873  -0.016
 467 1491.83  344.34  15.710   0.002  15.902   0.001  15.401   0.003   0.913   0.134
 468 1148.03  843.42  15.706   0.002  15.845   0.002  15.466   0.004   1.147   0.345
 469 1329.01  883.10  15.755   0.002  16.680   0.012  14.613   0.005   0.867  -0.067
 470 1064.49  866.43  15.772   0.002  16.614   0.002  14.696   0.002   0.926  -0.149
 471  713.35  831.21  15.735   0.002  16.516   0.001  14.846   0.002   0.944   0.138
 472 1362.05 1386.66  15.742   0.002  15.920   0.001  15.440   0.003   0.885   0.031
 473  331.29  837.37  15.767   0.002  16.708   0.001  14.631   0.002   0.883  -0.089
 474 1028.11  910.38  15.806   0.030  16.686   0.005  14.649   0.000   0.964   0.207
 475  546.03 1887.07  15.780   0.002  16.679   0.001  14.670   0.002   0.917   0.058
 476 1387.90  683.76  15.779   0.002  16.742   0.001  14.613   0.002   0.883  -0.056
 477 1314.12  286.12  15.786   0.002  16.804   0.001  14.548   0.002   0.859  -0.054
 478  190.83  588.67  15.786   0.002  16.730   0.001  14.627   0.002   0.872  -0.032
 479  829.83  436.77  15.768   0.002  15.938   0.001  15.469   0.003   0.869  -0.032
 480  531.22 1336.31  15.798   0.002  16.713   0.001  14.678   0.002   0.865   0.002
 481 1084.86  792.98  15.801   0.002  16.720   0.002  14.671   0.002   0.949   0.062
 482 1546.40  667.65  15.808   0.002  16.754   0.001  14.640   0.002   0.863  -0.133
 483  806.85  804.86  15.804   0.002  16.787   0.001  14.614   0.002   0.864  -0.037
 484  373.68 1909.96  15.794   0.002  16.339   0.002  15.077   0.003   0.912  -0.092
 485  807.58  290.33  15.824   0.002  16.751   0.001  14.669   0.002   0.875  -0.116
 486 1242.04  707.82  15.819   0.002  16.766   0.002  14.665   0.002   0.897   0.024
 487  867.01  529.28  15.805   0.002  16.628   0.001  14.824   0.002   0.880  -0.223
 488 1241.66 1554.10  15.803   0.002  16.666   0.001  14.797   0.002   0.859   0.011
 489 1242.95  788.16  15.816   0.002  16.715   0.002  14.738   0.002   0.948   0.147
 490 1107.70 1001.85  15.814   0.021  16.663   0.021  14.807   0.016   0.905   0.021
 491  462.65  520.70  15.828   0.002  16.785   0.001  14.658   0.002   0.859  -0.074
 492 1826.14 1765.15  15.835   0.002  16.725   0.001  14.729   0.002   0.882   0.011
 493  982.25 1135.01  15.846   0.002  16.784   0.001  14.686   0.002   0.856  -0.072
 494  819.19  446.07  15.834   0.002  16.673   0.001  14.846   0.002   0.897   0.039
 495 1224.99  705.88  15.854   0.002  16.802   0.002  14.701   0.002   0.890  -0.087
 496 1660.29  758.17  15.858   0.002  16.776   0.001  14.728   0.002   0.872  -0.147
 497 1244.93  151.94  15.856   0.002  16.815   0.001  14.691   0.002   0.853  -0.035
 498 1213.24  322.30  15.837   0.002  16.620   0.001  14.906   0.002   0.883  -0.072
 499 1138.99  691.53  15.862   0.002  16.803   0.002  14.713   0.002   0.897  -0.033
 500 1503.28  556.65  15.867   0.002  16.810   0.001  14.704   0.002   0.862  -0.040
 501  965.41  915.35  15.882   0.008  16.807   0.005  14.735   0.001   0.866  -0.118
 502 1017.47 1158.76  15.868   0.002  16.341   0.001  15.211   0.002   0.878   0.092
 503 1433.08 1141.06  15.853   0.002  16.230   0.001  15.355   0.002   0.875   0.072
 504  653.76  600.49  15.879   0.002  16.866   0.001  14.694   0.002   0.867  -0.110
 505 1918.12 1419.62  15.892   0.002  16.867   0.002  14.699   0.002   0.915  -0.118
 506 2113.42 1279.81  15.897   0.003  16.901   0.003  14.667   0.003   0.952  -0.073
 507 1712.87  366.61  15.897   0.002  16.837   0.002  14.732   0.002   0.891  -0.164
 508 1566.93  181.46  15.902   0.002  16.911   0.002  14.667   0.002   0.862  -0.105
 509  949.69  441.95  15.906   0.002  16.894   0.001  14.698   0.002   0.856  -0.120
 510  725.20 1381.18  15.901   0.002  16.838   0.001  14.763   0.002   0.879   0.095
 511 1579.74  778.03  15.902   0.002  16.844   0.001  14.758   0.002   0.870  -0.132
 512  977.01 1541.69  15.917   0.002  16.812   0.001  14.776   0.002   0.863  -0.035
 513  937.15 1052.93  15.912   0.002  16.831   0.001  14.766   0.002   0.847  -0.068
 514 1118.90  698.13  15.917   0.002  16.809   0.002  14.800   0.002   0.894   0.057
 515  405.71  604.12  15.916   0.002  16.850   0.001  14.772   0.002   0.856  -0.097
 516  755.99   25.62  15.898   0.002  16.766   0.001  14.899   0.002   0.867  -0.046
 517 1879.25 1219.67  15.927   0.002  16.931   0.002  14.714   0.002   0.908  -0.172
 518  -28.95  407.61  15.881   0.003  17.257   0.003  14.446   0.003   0.925  -0.083
 519  393.69  364.67  15.912   0.002  16.661   0.001  15.013   0.002   0.850  -0.109
 520  486.88  343.77  15.893   0.002  17.049   0.002  14.654   0.002   0.860  -0.118
 521 1708.10  400.91  15.941   0.002  16.872   0.002  14.787   0.002   0.865  -0.082
 522  618.46 1594.09  15.935   0.002  16.865   0.001  14.812   0.002   0.863  -0.071
 523 1400.57  881.81  15.915   0.019  17.079   0.017  14.698   0.006   0.895  -0.153
 524 1459.80 1239.96  15.942   0.002  16.926   0.002  14.755   0.002   0.874   0.019
 525  618.77 1087.34  15.923   0.002  16.685   0.001  15.024   0.002   0.855  -0.102
 526 1225.40  462.55  15.948   0.002  16.903   0.001  14.783   0.002   0.858  -0.113
 527 1101.29  751.43  15.960   0.002  16.866   0.002  14.821   0.002   0.926  -0.008
 528 1834.05  292.29  15.962   0.002  16.875   0.002  14.825   0.002   0.889  -0.129
 529  791.73   70.82  15.966   0.002  16.944   0.001  14.774   0.002   0.851  -0.036
 530  568.74 1225.34  15.966   0.002  16.878   0.001  14.846   0.002   0.849  -0.026
