#Num    X        Y        FwhmX    FwhmY    Angle    Mag      Flux      OMC    SNR
277    394.75   246.81   8.908    3.618    0.2795   16.672   10750.7   36.24  8.122
278    125.74   71.999   4.855    3.301    1.231    16.68    10676.4   84.51  6.957
279    330.64   209.55   2.786    2.7      0.5399   16.684   10632     271.4  4.598
280    71.97    1928     4.069    3.569    -0.7639  16.687   10608.4   9.921  64.98
281    104.91   72.317   6.95     4.142    1.261    16.689   10582.2   92.34  3.513
282    218.28   146.64   3.432    3.245    0.6823   16.698   10502.4   34.12  24.39
283    411.17   220      3.037    2.88     -1.21    16.701   10466.1   121.8  8.668
284    994.96   181.8    3.461    3.288    -1.185   16.704   10440.2   8.776  92.24
285    358.31   543.61   3.908    3.569    0.9615   16.726   10230.8   15.97  40.52
286    619.32   1433.7   3.629    3.447    -0.3442  16.733   10169.1   22.3   32.17
287    202.13   125.91   5.76     4.669    -0.6296  16.735   10147.8   55.65  5.984
288    497.31   814.18   3.502    3.379    -1.138   16.741   10087.1   12.1   62.15
289    291.71   284.07   5.292    3.607    1.399    16.749   10014.8   48.49  9.551
290    537.26   1060.6   4.016    3.409    -0.8717  16.754   9967.46   13.34  48.15
291    108.36   133.02   4.064    3.311    0.7696   16.755   9958.8    42.7   15.3
292    128.25   553.41   4.572    3.415    1.435    16.774   9784.67   36.37  15.2
293    49.344   39.153   4.365    3.861    0.02179  16.78    9733.42   61.35  8.308
294    202.04   16.468   4.255    3.438    0.3072   16.781   9721.79   64.82  9.049
295    1347.3   161.96   3.535    3.261    -1.225   16.783   9705.15   8.864  83.84
296    494.55   73.447   9.263    4.385    0.1197   16.798   9577.64   29.64  7.021
297    844.48   40.222   3.393    3.281    -0.8751  16.798   9571.13   14.6   51.98
298    111.28   568.05   9.333    4.567    -0.22    16.802   9541.57   24.5   8.064
299    446.88   723.29   3.503    3.352    -0.7503  16.804   9521.17   9.02   79.34
300    682.14   467.34   3.47     3.285    -0.9523  16.812   9449.07   10.64  68.77
301    246.56   86.599   3.307    3.024    -0.7256  16.814   9431.52   162.3  5.13
302    1136.1   568.04   3.456    3.413    -1.338   16.817   9411.09   8.421  83.62
303    283.3    557.66   3.394    3.378    0.7034   16.831   9284.44   111.8  6.394
304    966.46   1451.1   3.7      3.496    -1.16    16.849   9137.75   9.649  64.63
305    606.98   126.54   3.572    3.466    -1.188   16.849   9135.48   14.46  45.03
306    1428.8   311.12   3.556    3.351    -1.319   16.857   9071.19   8.362  80.34
307    754.36   105.37   3.523    3.273    -1.003   16.858   9056.13   7.278  95.23
308    217.85   531.57   3.375    3.331    -1.008   16.86    9046.37   38.79  18.31
309    252.02   256.83   5.114    3.592    -0.5018  16.863   9020.91   34.02  12.74
310    63.013   329.66   3.354    3.248    0.09687  16.863   9016.65   24.27  30.09
311    33.99    313.47   5.396    4.149    -0.7904  16.865   9002.42   39.03  9.094
312    142.44   73.188   3.556    3.195    0.2089   16.87    8963.31   42.63  16.33
313    35.057   215.17   3.819    3.398    1.527    16.871   8955.04   42.99  14.17
314    377.02   501.91   3.535    3.429    1.559    16.873   8937.43   10.46  62.24
315    380.26   56.705   3.351    3.13     0.1674   16.874   8924.12   43.72  17.17
316    189.69   933.9    3.532    3.381    -0.6457  16.876   8913.71   12.89  51.1
317    1721.7   1179.5   3.528    3.367    -1.066   16.876   8910.68   8.439  78.46
318    624.98   139.91   3.428    3.289    1.514    16.891   8787.09   33.9   20.29
319    116.25   859.11   4.021    3.355    -0.9899  16.902   8699.21   15.79  36.05
320    890.78   338.85   3.344    3.184    -0.3477  16.903   8695.38   9.197  78.38
321    220.26   388.98   3.431    3.399    1.139    16.903   8691.51   29.76  22.1
322    932.85   52.67    3.561    3.353    -1.144   16.904   8685.38   6.135  104.6
323    65.349   99.656   3.766    3.448    0.5042   16.905   8677.32   43.71  13.49
324    306.33   12.414   3.724    3.663    0.3616   16.906   8671.57   30.62  18.32
325    136.21   88.622   3.889    2.982    0.4071   16.913   8614.87   63.28  10.36
326    53.08    236.72   3.59     3.028    0.2947   16.92    8557.84   100.4  6.916
327    295.62   490.12   9.299    3.444    -1.331   16.922   8542.59   36.45  6.459
328    97.141   118.15   4.287    3.294    1.049    16.936   8429.43   41.23  12.78
329    1197.1   427.94   3.45     3.371    0.8261   16.946   8353.77   7.755  81.74
330    13.566   58.235   5.152    3.669    1.073    16.949   8330.16   46.81  8.309
331    682.91   504.06   4.178    3.417    -1.22    16.956   8279.98   15.42  33.18
332    976.03   1324.7   3.723    3.544    -1.025   16.958   8258.95   8.713  63.4
333    358.61   607.05   3.807    3.603    0.6682   16.967   8194.04   20.83  25.32
334    111.76   1966.3   3.829    3.773    0.5248   16.97    8175      9.554  52.26
335    185.36   372.07   6.058    4.132    0.4825   16.976   8127.28   13.25  21.62
336    1053.9   11.921   3.431    3.297    -0.8772  16.978   8115.02   6.619  95.65
337    261.49   92.503   8.485    4.316    -1.212   16.978   8109.16   37.91  5.155
338    72.985   443.89   9.676    5.217    -1.391   16.983   8072.96   28.33  4.981
