Num    X        Y        FwhmX    FwhmY    Angle    Mag      Flux      OMC    SNR
211    572.48   694.15   1.962    1.532    0.008616 16.028   368.775   2.852  37.98
212    1141.3   1265.6   1.856    1.781    -1.526   16.04    364.605   0.9469 102.8
213    1503.5   127.26   2.164    1.428    0.874    16.051   361.056   9.647  10.69
214    1222.4   1123.4   1.979    1.923    0.9403   16.063   356.887   0.4755 174
215    750.75   1084.2   1.748    1.617    1.098    16.085   349.885   1.521  71.81
216    397.42   646.7    1.829    1.667    1.313    16.086   349.564   5.138  19.69
217    849.94   1533.9   3.226    0.9821   0.0362   16.089   348.449   12.28  7.904
218    1098.4   1120.3   2.625    1.597    0.8861   16.093   347.249   8.13   8.991
219    547.61   705.83   2.004    1.69     0.08141  16.098   345.75    1.724  52.27
220    894.6    1231.8   3.636    1.463    0.4117   16.107   342.737   2.393  23.75
221    777.39   704.81   1.857    1.67     0.4328   16.112   341.185   0.8497 114.3
222    627.9    717.99   1.879    1.612    -1.032   16.117   339.573   8.386  11.8
223    437.8    513.69   1.399    1.36     0.5766   16.119   339.024   1.084  145
224    631.8    936.03   1.436    1.25     1.128    16.119   338.944   6.246  26.69
225    695.21   1102.1   1.493    1.357    0.9036   16.122   338.151   1.011  145.6
226    1052.9   532.96   2.061    1.538    -1.551   16.125   337.149   1      93.89
227    635.51   770.28   1.701    1.442    -0.145   16.127   336.489   5.392  22.45
228    309.02   593.59   3.553    1.302    -0.1585  16.128   336.382   3.294  19.48
229    951.61   819.19   2.142    1.716    1.314    16.152   328.961   2.008  39.35
230    143.37   550.47   1.999    1.931    -0.7834  16.159   326.753   0.6098 122.5
231    994.68   992.13   1.783    1.487    -0.00406616.16    326.604   1.238  87.81
232    537.82   793.4    1.725    1.434    1.16     16.162   325.768   17.56  6.62
233    391.02   517.39   1.565    1.371    1.139    16.163   325.557   1.624  82.47
234    602.5    752.19   1.98     1.638    1.236    16.167   324.312   8.531  10.35
235    454.94   700.77   1.902    1.687    1.428    16.174   322.366   1.722  51.49
236    1479.9   1356.4   2.519    1.374    0.3478   16.176   321.621   1.735  47.25
237    520.21   674.78   2.083    1.977    0.9105   16.18    320.599   1.55   44.35
238    763.16   791.12   2.272    1.73     0.234    16.183   319.703   1.551  46.29
239    1465.8   850.84   3.436    1.509    -0.03751 16.188   318.155   1.996  27.12
240    703.2    693.6    2.081    1.844    0.02249  16.192   317.122   1.107  65.91
241    1064.4   1279.2   2.354    1.13     -1.389   16.226   307.256   4.962  20.54
242    1438.3   366.9    2.71     1.635    -1.217   16.235   304.678   1.541  39.39
243    478.4    514.06   1.555    1.354    0.2984   16.242   302.771   1.161  109.3
244    610.56   747.33   3.184    1.851    -0.8584  16.248   301.056   6.097  7.394
245    566.01   706.55   2.382    1.912    0.09472  16.25    300.598   16.73  3.481
246    683.96   980.46   1.557    1.195    0.3873   16.251   300.205   4.334  32.86
247    601.44   711.48   1.879    1.554    0.3103   16.253   299.677   2.273  39.84
248    604.19   678.62   2.189    2.135    -1.123   16.255   299.248   10.7   5.28
249    1054.6   493.84   1.915    1.745    -1.5     16.259   298.013   0.6596 119.3
250    612.15   706.73   1.824    1.584    -0.1077  16.266   296.032   6.396  14.13
251    390.06   637.15   2.011    1.532    1.523    16.27    294.96    6.268  13.48
252    1413.5   317.23   2.406    1.181    1.185    16.279   292.66    2.076  43.78
253    614.96   697.18   1.858    1.587    0.0757   16.29    289.589   5.528  15.68
254    860.61   1489.9   2.615    1.72     -1.38    16.303   286.166   0.9958 56.37
