# ID    d   s   ds    e  e  f    Bmag   e_B   Vmag   e_V    diff
ID-0315 17 37 19.50  -3 14  2.82 20.712 0.007 19.472 0.006 -0.032
ID-0316 17 37 19.50  -3 15 55.98 22.246 0.034 21.274 0.028 -0.022
ID-0317 17 37 19.51  -3 16  7.51 21.254 0.014 20.049 0.010  0.006
ID-0318 17 37 19.52  -3 14 50.20 20.984 0.009 19.881 0.008 -0.022
ID-0319 17 37 19.53  -3 17 31.61 22.788 0.047 21.714 0.038 -0.001
ID-0320 17 37 19.54  -3 18  6.13 22.421 0.034 21.427 0.036 -0.001
ID-0321 17 37 19.54  -3 19 18.40 19.972 0.006 18.802 0.005 -0.006
ID-0322 17 37 19.54  -3 21 25.29 21.892 0.025 20.869 0.019  0.013
ID-0323 17 37 19.55  -3 16  5.63 20.932 0.011 19.668 0.007 -0.022
ID-0324 17 37 19.55  -3 16 31.97 21.705 0.018 20.677 0.015  0.006
ID-0325 17 37 19.55  -3 18 39.04 21.046 0.010 19.944 0.009 -0.001
ID-0326 17 37 19.56  -3 16 38.01 20.332 0.006 19.089 0.005  0.006
ID-0327 17 37 19.58  -3 11  8.98 22.592 0.031 21.587 0.033 -0.041
ID-0328 17 37 19.58  -3 16 24.56 22.596 0.040 21.559 0.031  0.006
ID-0329 17 37 19.59  -3 15 16.09 20.721 0.009 19.588 0.007 -0.022
ID-0330 17 37 19.60  -3 14 10.84 22.441 0.032 21.355 0.025 -0.032
ID-0331 17 37 19.60  -3 16 20.54 21.611 0.017 20.619 0.014  0.006
ID-0332 17 37 19.61  -3 13 52.83 20.032 0.005 18.764 0.004 -0.032
ID-0333 17 37 19.61  -3 14 25.14 23.210 0.049 22.108 0.049 -0.032
ID-0334 17 37 19.61  -3 17 26.68 22.566 0.040 21.404 0.028  0.006
ID-0335 17 37 19.62  -3 10 39.95 17.994 0.001 17.373 0.002 -0.048
ID-0336 17 37 19.62  -3 15 19.47 23.021 0.059 21.955 0.041 -0.022
ID-0337 17 37 19.63  -3 15 34.44 22.467 0.038 21.444 0.027 -0.022
ID-0338 17 37 19.64  -3 14 17.14 21.359 0.012 20.327 0.013 -0.032
ID-0339 17 37 19.65  -3 17 16.41 20.908 0.009 19.759 0.009  0.006
ID-0340 17 37 19.66  -3 14  1.55 21.759 0.016 20.693 0.014 -0.032
ID-0341 17 37 19.66  -3 15  3.20 22.254 0.029 21.319 0.026 -0.022
ID-0342 17 37 19.67  -3 14 33.73 22.890 0.047 21.809 0.034 -0.032
ID-0343 17 37 19.67  -3 15 10.44 17.652 0.001 16.103 0.001 -0.022
ID-0344 17 37 19.67  -3 15 22.73 22.659 0.033 21.539 0.037 -0.022
ID-0345 17 37 19.67  -3 16 34.55 21.302 0.014 20.223 0.010  0.006
ID-0346 17 37 19.68  -3 17 10.60 21.876 0.025 20.879 0.020  0.006
ID-0347 17 37 19.68  -3 20 33.42 21.952 0.027 20.925 0.020  0.013
ID-0348 17 37 19.69  -3 10 49.89 21.583 0.014 20.530 0.012 -0.039
ID-0349 17 37 19.70  -3 17  0.94 21.456 0.015 20.448 0.015  0.006
ID-0350 17 37 19.71  -3 11 50.36 19.460 0.003 17.902 0.002 -0.039
ID-0351 17 37 19.71  -3 11 41.76 22.664 0.030 21.630 0.032 -0.039
ID-0352 17 37 19.72  -3 16  0.58 22.709 0.045 21.734 0.035 -0.022
ID-0353 17 37 19.74  -3 12 38.75 22.264 0.026 21.280 0.019 -0.024
ID-0354 17 37 19.75  -3 10 29.86 21.705 0.018 20.597 0.013 -0.032
ID-0355 17 37 19.75  -3 21 21.12 22.217 0.034 21.192 0.029  0.013
ID-0356 17 37 19.76  -3 17 55.01 22.835 0.055 21.681 0.039 -0.001
ID-0357 17 37 19.77  -3 15 51.76 22.291 0.026 21.252 0.029 -0.022
ID-0358 17 37 19.78  -3 13 58.49 19.369 0.005 18.067 0.003 -0.015
ID-0359 17 37 19.79  -3 13 10.43 22.379 0.033 21.219 0.021 -0.024
ID-0360 17 37 19.81  -3 16 28.86 19.752 0.004 18.427 0.003  0.003
ID-0361 17 37 19.82  -3 12  2.85 19.322 0.003 18.924 0.004 -0.039
ID-0362 17 37 19.82  -3 14 51.15 21.454 0.015 20.463 0.012 -0.000
ID-0363 17 37 19.82  -3 17 17.21 22.920 0.050 21.973 0.046  0.006
ID-0364 17 37 19.84  -3  8 13.07 22.154 0.025 20.473 0.012 -0.074
ID-0365 17 37 19.84  -3 15 22.26 21.871 0.021 20.928 0.020 -0.000
ID-0366 17 37 19.85  -3 10  2.71 19.102 0.003 17.903 0.003 -0.032
ID-0367 17 37 19.86  -3 13 36.62 22.642 0.044 21.573 0.030 -0.015
ID-0368 17 37 19.87  -3 13  2.87 20.753 0.008 19.539 0.007 -0.024
ID-0369 17 37 19.87  -3 17 48.77 22.180 0.028 21.182 0.021 -0.019
ID-0370 17 37 19.90  -3 16  0.88 22.961 0.054 21.828 0.040 -0.000
ID-0371 17 37 19.92  -3  9 23.69 22.943 0.039 21.565 0.026 -0.074
ID-0372 17 37 19.93  -3 12 26.79 22.995 0.056 21.978 0.038 -0.024
ID-0373 17 37 19.94  -3 15 45.18 23.110 0.057 22.063 0.051 -0.000
ID-0374 17 37 19.95  -3 15 39.58 20.350 0.006 19.089 0.004 -0.000
ID-0375 17 37 19.97  -3 11 58.30 22.726 0.038 21.743 0.032 -0.039
ID-0376 17 37 19.98  -3 16 42.10 21.652 0.020 20.655 0.016  0.003
ID-0377 17 37 19.98  -3 19 10.36 21.895 0.025 20.920 0.016 -0.022
ID-0378 17 37 19.99  -3 13 38.94 21.369 0.013 20.116 0.009 -0.015
ID-0379 17 37 19.99  -3 15 53.75 22.313 0.031 21.316 0.024 -0.000
ID-0380 17 37 19.99  -3 15  9.56 22.810 0.043 21.726 0.036 -0.000
ID-0381 17 37 19.99  -3 19  2.60 22.973 0.047 21.918 0.046 -0.022
ID-0382 17 37 20.01  -3 13 28.38 22.762 0.040 21.608 0.032 -0.015
ID-0383 17 37 20.02  -3 12 15.79 22.335 0.032 21.221 0.026 -0.024
ID-0384 17 37 20.02  -3 12 30.13 23.019 0.049 22.218 0.048 -0.024
ID-0385 17 37 20.02  -3 14 49.58 21.864 0.025 20.894 0.019 -0.000
ID-0386 17 37 20.02  -3 21  0.59 22.309 0.028 21.296 0.027 -0.026
ID-0387 17 37 20.05  -3 15 56.46 22.744 0.049 21.790 0.036 -0.000
ID-0388 17 37 20.05  -3 18  4.27 21.783 0.020 20.576 0.014 -0.019
ID-0389 17 37 20.05  -3 20 43.83 22.262 0.028 21.269 0.024 -0.026
ID-0390 17 37 20.07  -3 14 53.52 22.172 0.030 20.981 0.021 -0.000
ID-0391 17 37 20.07  -3 16 54.96 21.817 0.018 20.836 0.020  0.003
ID-0392 17 37 20.09  -3 14 27.30 22.382 0.030 21.397 0.033 -0.015
ID-0393 17 37 20.10  -3 13  0.18 18.155 0.002 17.626 0.002 -0.024
ID-0394 17 37 20.12  -3 20 35.33 19.799 0.004 18.455 0.004 -0.026
ID-0395 17 37 20.13  -3 14 18.18 17.905 0.002 17.217 0.002 -0.015
ID-0396 17 37 20.14  -3 12  5.74 22.352 0.024 21.374 0.027 -0.039
ID-0397 17 37 20.14  -3 14 40.02 22.147 0.023 21.118 0.023 -0.015
ID-0398 17 37 20.15  -3 13  6.02 23.192 0.053 22.120 0.044 -0.024
ID-0399 17 37 20.17  -3 12 14.24 22.755 0.039 21.745 0.041 -0.024
ID-0400 17 37 20.17  -3 13 44.14 20.337 0.005 19.121 0.004 -0.015
ID-0401 17 37 20.17  -3 14 43.17 22.793 0.044 21.781 0.037 -0.015
ID-0402 17 37 20.17  -3 18 41.49 20.589 0.009 19.361 0.005 -0.019
ID-0403 17 37 20.17  -3 17 39.31 21.543 0.015 20.547 0.014 -0.019
ID-0404 17 37 20.18  -3 13 49.10 19.299 0.003 17.923 0.002 -0.015
ID-0405 17 37 20.18  -3 15 48.06 22.653 0.042 21.769 0.040 -0.000
ID-0406 17 37 20.19  -3 12  0.84 21.280 0.015 20.107 0.009 -0.039
ID-0407 17 37 20.20  -3 14 35.79 22.489 0.025 21.547 0.031 -0.015
ID-0408 17 37 20.22  -3  8 24.58 21.722 0.015 20.651 0.015 -0.074
ID-0409 17 37 20.22  -3 12 38.33 22.558 0.039 21.576 0.034 -0.024
ID-0410 17 37 20.24  -3 14 51.38 22.489 0.040 21.417 0.030 -0.000
ID-0411 17 37 20.24  -3 15 10.33 22.591 0.040 21.746 0.040 -0.000
ID-0412 17 37 20.25  -3 11 48.00 20.031 0.004 18.884 0.003 -0.039
ID-0413 17 37 20.25  -3 13 10.98 22.226 0.026 21.312 0.026 -0.024
ID-0414 17 37 20.25  -3 16 53.59 21.719 0.017 20.684 0.015  0.003
ID-0415 17 37 20.25  -3 16  8.51 23.052 0.050 22.062 0.055  0.003
ID-0416 17 37 20.26  -3 13 59.88 21.595 0.020 20.608 0.012 -0.015
ID-0417 17 37 20.27  -3 10  4.82 21.836 0.020 20.898 0.018 -0.032
ID-0418 17 37 20.28  -3 16 56.67 21.901 0.023 20.972 0.019  0.003
ID-0419 17 37 20.29  -3 13 24.96 20.754 0.008 19.601 0.007 -0.024
ID-0420 17 37 20.29  -3 13 57.70 22.046 0.022 21.000 0.020 -0.015
ID-0421 17 37 20.31  -3  9 50.14 22.385 0.033 21.413 0.029 -0.032
ID-0422 17 37 20.32  -3 13 54.64 22.403 0.030 21.428 0.034 -0.015
ID-0423 17 37 20.34  -3 15 43.76 18.441 0.002 16.948 0.002 -0.000
ID-0424 17 37 20.35  -3 12  5.59 22.990 0.047 22.016 0.052 -0.039
ID-0425 17 37 20.35  -3 13 12.88 22.328 0.026 21.308 0.029 -0.024
ID-0426 17 37 20.36  -3 11 38.82 21.591 0.015 20.612 0.012 -0.039
ID-0427 17 37 20.37  -3 10 16.45 22.399 0.026 21.404 0.026 -0.032
ID-0428 17 37 20.38  -3  9 11.89 23.120 0.040 21.825 0.032 -0.074
ID-0429 17 37 20.38  -3 15 21.16 21.865 0.019 20.972 0.022 -0.000
ID-0430 17 37 20.39  -3 14  9.11 22.095 0.026 21.156 0.023 -0.015
ID-0431 17 37 20.39  -3 15 57.11 21.442 0.020 20.271 0.011 -0.000
ID-0432 17 37 20.40  -3 10 47.10 22.152 0.022 21.159 0.021 -0.039
ID-0433 17 37 20.40  -3 14 45.77 20.683 0.008 19.440 0.005 -0.015
ID-0434 17 37 20.40  -3 15 29.48 21.040 0.011 19.835 0.007 -0.000
ID-0435 17 37 20.40  -3 17 16.17 22.073 0.033 21.153 0.026  0.003
ID-0436 17 37 20.40  -3 17 20.15 22.798 0.047 21.849 0.045  0.003
ID-0437 17 37 20.41  -3  9 55.49 21.679 0.022 20.697 0.016 -0.032
ID-0438 17 37 20.41  -3 16 21.83 21.542 0.020 20.509 0.013  0.003
ID-0439 17 37 20.41  -3 16 53.40 22.383 0.033 21.380 0.028  0.003
ID-0440 17 37 20.41  -3 16 14.80 22.961 0.057 21.892 0.049  0.003
ID-0441 17 37 20.43  -3 10 51.78 22.410 0.029 21.476 0.026 -0.039
ID-0442 17 37 20.44  -3 11 54.67 22.437 0.031 21.369 0.021 -0.039
ID-0443 17 37 20.44  -3 12 33.92 22.046 0.024 20.996 0.021 -0.024
ID-0444 17 37 20.49  -3 17 56.29 22.675 0.043 21.616 0.038 -0.019
ID-0445 17 37 20.50  -3 16 12.83 22.576 0.038 21.509 0.031  0.003
ID-0446 17 37 20.52  -3 15 24.06 21.381 0.018 20.340 0.011 -0.000
ID-0447 17 37 20.52  -3 16 46.53 22.923 0.056 21.717 0.034  0.003
ID-0448 17 37 20.52  -3 16 36.32 22.895 0.050 21.960 0.042  0.003
ID-0449 17 37 20.54  -3 13  7.82 21.559 0.018 20.556 0.016 -0.024
ID-0450 17 37 20.54  -3 15 33.63 22.854 0.051 21.669 0.043 -0.000
ID-0451 17 37 20.55  -3 12 23.25 22.312 0.027 21.309 0.026 -0.024
ID-0452 17 37 20.55  -3 13 57.04 21.827 0.021 20.794 0.017 -0.015
ID-0453 17 37 20.57  -3 14 51.93 22.618 0.043 21.512 0.035 -0.000
ID-0454 17 37 20.57  -3 21 10.47 21.216 0.016 20.041 0.009 -0.026
ID-0455 17 37 20.58  -3 18 35.95 21.725 0.019 20.419 0.013 -0.019
ID-0456 17 37 20.58  -3 19 10.38 23.023 0.049 21.984 0.043 -0.022
ID-0457 17 37 20.60  -3 13  4.02 20.107 0.005 18.860 0.004 -0.024
ID-0458 17 37 20.61  -3 14 10.04 22.000 0.027 20.957 0.020 -0.015
ID-0459 17 37 20.61  -3 13 49.14 22.169 0.026 21.213 0.022 -0.015
ID-0460 17 37 20.62  -3 11 57.79 22.975 0.043 21.974 0.051 -0.039
ID-0461 17 37 20.62  -3 13 27.97 22.476 0.038 21.394 0.027 -0.015
ID-0462 17 37 20.64  -3 15 47.95 23.132 0.057 22.094 0.052 -0.000
ID-0463 17 37 20.64  -3 16 52.36 21.360 0.014 19.853 0.008  0.003
ID-0464 17 37 20.64  -3 17 35.78 19.443 0.003 18.084 0.002 -0.019
ID-0465 17 37 20.65  -3  8 24.38 22.702 0.033 21.436 0.025 -0.074
ID-0466 17 37 20.65  -3 14 59.42 20.608 0.008 19.399 0.006 -0.000
ID-0467 17 37 20.65  -3 15 43.70 21.784 0.021 20.732 0.015 -0.000
ID-0468 17 37 20.65  -3 16 48.62 22.182 0.026 21.143 0.023  0.003
ID-0469 17 37 20.65  -3 19 39.14 17.328 0.001 16.231 0.001 -0.022
ID-0470 17 37 20.66  -3 12 17.37 22.501 0.032 21.504 0.025 -0.024
ID-0471 17 37 20.66  -3 18 41.15 21.789 0.023 20.818 0.015 -0.019
ID-0472 17 37 20.68  -3 15  3.58 21.433 0.020 20.477 0.014 -0.000
ID-0473 17 37 20.69  -3 12  4.77 23.143 0.050 21.994 0.040 -0.039
ID-0474 17 37 20.69  -3 13 11.65 20.467 0.007 19.194 0.004 -0.024
ID-0475 17 37 20.70  -3 14  6.31 21.938 0.023 20.977 0.019 -0.015
ID-0476 17 37 20.71  -3  9 40.83 22.180 0.026 21.198 0.021 -0.032
ID-0477 17 37 20.71  -3 15 57.08 20.882 0.008 19.693 0.008 -0.000
ID-0478 17 37 20.72  -3 13 33.26 20.305 0.007 18.990 0.005 -0.015
ID-0479 17 37 20.72  -3 14 56.16 19.580 0.004 18.296 0.003 -0.000
ID-0480 17 37 20.72  -3 16  5.14 22.795 0.042 21.685 0.034 -0.000
ID-0481 17 37 20.72  -3 17 13.81 22.452 0.036 21.400 0.025  0.003
ID-0482 17 37 20.73  -3 18 11.99 23.064 0.057 21.980 0.047 -0.019
ID-0483 17 37 20.73  -3 19 26.36 19.857 0.004 19.413 0.006 -0.022
ID-0484 17 37 20.74  -3 12  8.41 23.151 0.058 22.141 0.047 -0.024
ID-0485 17 37 20.74  -3 17  5.53 21.154 0.012 20.075 0.011  0.003
ID-0486 17 37 20.76  -3  9 30.23 22.940 0.051 22.009 0.042 -0.032
ID-0487 17 37 20.76  -3 12 59.22 22.041 0.022 21.002 0.023 -0.024
ID-0488 17 37 20.76  -3 16 46.25 21.329 0.012 20.243 0.011  0.003
ID-0489 17 37 20.77  -3 16 42.74 21.019 0.014 20.035 0.009  0.003
ID-0490 17 37 20.78  -3 18 16.73 23.140 0.060 22.001 0.044 -0.019
ID-0491 17 37 20.79  -3 14 18.61 22.663 0.040 21.639 0.034 -0.015
ID-0492 17 37 20.79  -3 18  1.35 20.120 0.008 18.892 0.004 -0.019
ID-0493 17 37 20.80  -3 11 26.53 21.334 0.015 20.243 0.011 -0.039
ID-0494 17 37 20.80  -3 11 12.93 23.124 0.047 22.020 0.047 -0.039
ID-0495 17 37 20.80  -3 15 20.91 22.618 0.049 21.513 0.029 -0.000
ID-0496 17 37 20.80  -3 15 27.09 22.791 0.036 21.836 0.041 -0.000
ID-0497 17 37 20.80  -3 16 19.33 20.922 0.010 19.699 0.007  0.003
ID-0498 17 37 20.81  -3  8 12.92 22.284 0.026 21.272 0.022 -0.074
ID-0499 17 37 20.81  -3 10  4.26 20.450 0.007 19.528 0.006 -0.032
ID-0500 17 37 20.81  -3 14  4.84 22.452 0.036 21.492 0.024 -0.015
ID-0501 17 37 20.81  -3 21  3.69 22.464 0.031 21.476 0.024 -0.026
ID-0502 17 37 20.82  -3 10 21.72 20.834 0.007 19.635 0.006 -0.032
ID-0503 17 37 20.82  -3 13 26.28 22.325 0.028 21.348 0.024 -0.024
ID-0504 17 37 20.82  -3 17 15.06 22.332 0.037 21.435 0.030  0.003
ID-0505 17 37 20.83  -3 13 23.90 22.485 0.033 21.492 0.027 -0.024
ID-0506 17 37 20.83  -3 13 30.89 21.352 0.013 20.383 0.012 -0.015
ID-0507 17 37 20.83  -3 17 43.23 22.303 0.032 21.187 0.021 -0.019
ID-0508 17 37 20.83  -3 19  7.89 20.373 0.005 19.058 0.005 -0.022
ID-0509 17 37 20.84  -3 14 31.99 22.175 0.025 21.111 0.021 -0.015
ID-0510 17 37 20.84  -3 15  2.83 21.714 0.020 20.735 0.017 -0.000
ID-0511 17 37 20.85  -3 13 12.97 22.595 0.042 21.653 0.034 -0.024
ID-0512 17 37 20.85  -3 15 48.84 20.706 0.008 19.503 0.007 -0.000
ID-0513 17 37 20.85  -3 19 49.81 22.335 0.032 21.268 0.020 -0.022
ID-0514 17 37 20.86  -3 13 37.21 22.322 0.027 21.329 0.027 -0.015
ID-0515 17 37 20.86  -3 13 43.14 22.702 0.037 21.710 0.033 -0.015
ID-0516 17 37 20.87  -3 15 44.36 22.651 0.047 21.467 0.030 -0.000
ID-0517 17 37 20.89  -3 12  7.22 22.647 0.034 21.600 0.032 -0.024
ID-0518 17 37 20.89  -3 13 33.90 21.133 0.013 19.959 0.008 -0.015
ID-0519 17 37 20.89  -3 14 38.47 23.060 0.049 22.146 0.052 -0.015
ID-0520 17 37 20.91  -3 13 14.37 20.334 0.006 19.069 0.004 -0.024
ID-0521 17 37 20.91  -3 14 20.79 21.968 0.028 20.713 0.015 -0.015
ID-0522 17 37 20.92  -3 11 36.09 22.737 0.035 21.684 0.029 -0.039
ID-0523 17 37 20.92  -3 12 29.24 21.995 0.021 21.052 0.022 -0.024
ID-0524 17 37 20.92  -3 12 54.28 22.155 0.023 21.237 0.022 -0.024
ID-0525 17 37 20.92  -3 16 16.90 20.775 0.009 19.583 0.008  0.003
ID-0526 17 37 20.92  -3 16 28.99 22.722 0.041 21.663 0.039  0.003
ID-0527 17 37 20.93  -3 13 17.13 22.675 0.038 21.515 0.031 -0.024
ID-0528 17 37 20.94  -3 19  4.51 21.492 0.016 20.418 0.012 -0.022
ID-0529 17 37 20.98  -3 17 25.96 18.795 0.003 17.470 0.002  0.003
ID-0530 17 37 20.99  -3 13 40.75 21.840 0.017 20.840 0.020 -0.015
ID-0531 17 37 21.00  -3 10 32.92 21.222 0.013 20.132 0.010 -0.032
ID-0532 17 37 21.00  -3 16 14.45 22.217 0.031 21.182 0.021  0.003
ID-0533 17 37 21.01  -3 15 45.59 21.772 0.023 20.754 0.018 -0.000
ID-0534 17 37 21.02  -3 13 28.18 21.550 0.015 20.534 0.014 -0.015
ID-0535 17 37 21.05  -3 15 26.33 22.942 0.045 21.727 0.041 -0.000
ID-0536 17 37 21.06  -3 11 41.18 21.914 0.020 20.886 0.018 -0.039
ID-0537 17 37 21.06  -3 15 32.18 21.457 0.015 20.395 0.012 -0.000
ID-0538 17 37 21.06  -3 15 49.26 22.206 0.031 21.128 0.027 -0.000
ID-0539 17 37 21.09  -3 16 43.46 21.274 0.014 20.294 0.012  0.003
ID-0540 17 37 21.09  -3 17  9.12 22.145 0.030 21.160 0.021  0.003
ID-0541 17 37 21.09  -3 17 35.85 21.443 0.014 20.364 0.010 -0.019
ID-0542 17 37 21.10  -3 12 25.27 22.278 0.028 21.278 0.026 -0.024
ID-0543 17 37 21.13  -3 13 50.48 19.866 0.005 18.587 0.002 -0.015
ID-0544 17 37 21.13  -3 16  6.54 22.111 0.028 21.227 0.030 -0.000
ID-0545 17 37 21.13  -3 18 24.14 22.180 0.031 20.416 0.010 -0.019
ID-0546 17 37 21.13  -3 18 53.70 21.404 0.014 20.383 0.010 -0.022
ID-0547 17 37 21.15  -3 10 59.08 22.947 0.053 21.231 0.022 -0.039
ID-0548 17 37 21.15  -3 15 35.91 18.092 0.002 16.629 0.001 -0.000
ID-0549 17 37 21.15  -3 15 10.34 22.787 0.054 21.725 0.039 -0.000
ID-0550 17 37 21.17  -3 11 53.60 21.242 0.015 20.111 0.008 -0.039
ID-0551 17 37 21.18  -3 15 50.77 22.940 0.046 21.936 0.044 -0.000
ID-0552 17 37 21.18  -3 16 13.98 21.343 0.014 20.155 0.009  0.003
ID-0553 17 37 21.19  -3 13 25.59 22.156 0.023 21.112 0.021 -0.024
ID-0554 17 37 21.19  -3 14 44.89 22.495 0.039 21.427 0.030 -0.015
ID-0555 17 37 21.20  -3 14 29.53 22.097 0.026 21.055 0.022 -0.015
ID-0556 17 37 21.20  -3 17 40.12 23.157 0.058 21.957 0.040 -0.019
ID-0557 17 37 21.22  -3 11  5.76 21.369 0.011 20.326 0.010 -0.039
ID-0558 17 37 21.22  -3 15 52.67 22.263 0.028 20.954 0.019 -0.000
ID-0559 17 37 21.22  -3 16 49.13 22.618 0.034 21.593 0.033  0.003
ID-0560 17 37 21.23  -3 10 39.90 23.065 0.057 21.982 0.049 -0.032
ID-0561 17 37 21.23  -3 10 48.28 21.759 0.014 20.744 0.015 -0.039
ID-0562 17 37 21.23  -3 13 32.43 20.151 0.005 18.921 0.003 -0.015
ID-0563 17 37 21.23  -3 14 48.10 22.858 0.047 21.779 0.047 -0.000
ID-0564 17 37 21.24  -3 16  0.84 18.804 0.002 17.445 0.002 -0.000
ID-0565 17 37 21.26  -3 18 43.95 23.032 0.056 21.947 0.042 -0.019
ID-0566 17 37 21.28  -3 12 33.40 22.119 0.025 21.166 0.020 -0.024
ID-0567 17 37 21.28  -3 14 39.46 20.793 0.007 19.590 0.006 -0.015
ID-0568 17 37 21.28  -3 14 26.22 22.096 0.024 21.100 0.019 -0.015
ID-0569 17 37 21.28  -3 17  4.74 22.716 0.040 21.854 0.047  0.003
ID-0570 17 37 21.29  -3 12 29.10 22.175 0.025 21.251 0.025 -0.024
ID-0571 17 37 21.29  -3 13 52.91 23.170 0.058 22.113 0.058 -0.015
ID-0572 17 37 21.29  -3 17 24.23 21.949 0.020 20.967 0.022  0.003
ID-0573 17 37 21.30  -3 13  3.65 22.137 0.021 21.151 0.024 -0.024
ID-0574 17 37 21.30  -3 16 56.12 22.681 0.033 21.739 0.034  0.003
ID-0575 17 37 21.31  -3 13 48.28 23.072 0.056 22.098 0.049 -0.015
ID-0576 17 37 21.32  -3 13 42.43 22.956 0.051 21.858 0.041 -0.015
ID-0577 17 37 21.32  -3 16 10.65 21.710 0.021 20.748 0.016  0.003
ID-0578 17 37 21.33  -3 17 51.81 22.344 0.033 21.220 0.024 -0.019
ID-0579 17 37 21.34  -3 16  5.30 23.012 0.051 21.937 0.050 -0.000
ID-0580 17 37 21.36  -3 12 54.43 21.576 0.015 20.612 0.012 -0.024
ID-0581 17 37 21.37  -3 13 58.25 21.960 0.024 20.990 0.020 -0.015
ID-0582 17 37 21.38  -3 10 28.88 22.261 0.028 21.251 0.026 -0.032
ID-0583 17 37 21.38  -3 13 34.74 20.117 0.005 18.875 0.004 -0.015
ID-0584 17 37 21.39  -3 17  6.80 20.482 0.008 19.264 0.004  0.003
ID-0585 17 37 21.41  -3 11 26.09 21.838 0.017 20.871 0.018 -0.039
ID-0586 17 37 21.41  -3 20 23.57 22.021 0.020 21.004 0.020 -0.026
ID-0587 17 37 21.42  -3 12 51.26 22.704 0.043 21.677 0.037 -0.024
ID-0588 17 37 21.42  -3 16 12.69 20.948 0.010 19.943 0.009  0.003
ID-0589 17 37 21.43  -3  9 15.49 21.875 0.016 20.926 0.016 -0.074
ID-0590 17 37 21.43  -3 10 33.22 21.797 0.018 20.799 0.015 -0.032
ID-0591 17 37 21.43  -3 15 43.39 21.357 0.017 20.314 0.012 -0.000
ID-0592 17 37 21.45  -3 12 30.70 21.775 0.016 20.849 0.018 -0.024
ID-0593 17 37 21.46  -3 11 42.42 22.190 0.023 21.193 0.021 -0.039
ID-0594 17 37 21.47  -3 17 37.49 21.522 0.017 20.519 0.014 -0.019
ID-0595 17 37 21.48  -3 10 46.54 22.441 0.020 21.435 0.024 -0.039
ID-0596 17 37 21.48  -3 14 35.41 21.919 0.021 20.962 0.020 -0.015
ID-0597 17 37 21.49  -3 15 57.59 19.092 0.002 17.754 0.002 -0.000
ID-0598 17 37 21.50  -3 20 42.40 22.267 0.028 21.242 0.026 -0.026
ID-0599 17 37 21.51  -3 12 23.34 21.598 0.019 20.618 0.014 -0.024
ID-0600 17 37 21.52  -3 10 59.23 19.774 0.006 18.581 0.004 -0.039
ID-0601 17 37 21.52  -3 14 15.29 22.583 0.043 21.549 0.034 -0.015
ID-0602 17 37 21.53  -3  8 43.49 23.197 0.047 22.228 0.044 -0.074
ID-0603 17 37 21.53  -3 12 59.92 22.486 0.035 21.470 0.030 -0.024
ID-0604 17 37 21.54  -3 16 59.80 22.517 0.034 21.414 0.028  0.003
ID-0605 17 37 21.55  -3 14 45.46 23.031 0.048 21.785 0.037 -0.015
ID-0606 17 37 21.55  -3 14 50.52 21.973 0.024 20.969 0.021 -0.000
ID-0607 17 37 21.55  -3 20 52.58 21.842 0.019 20.814 0.016 -0.026
ID-0608 17 37 21.56  -3 14 28.74 22.600 0.043 21.651 0.038 -0.015
ID-0609 17 37 21.56  -3 15  6.96 22.467 0.031 21.506 0.035 -0.000
ID-0610 17 37 21.58  -3 11 41.14 22.452 0.030 21.458 0.022 -0.039
ID-0611 17 37 21.58  -3 17 20.81 22.683 0.043 21.637 0.033  0.003
ID-0612 17 37 21.59  -3 15 35.01 21.346 0.013 20.207 0.012 -0.000
ID-0613 17 37 21.60  -3 10  9.27 20.315 0.006 18.834 0.003 -0.032
ID-0614 17 37 21.60  -3 13 39.35 21.855 0.020 20.842 0.018 -0.015
ID-0615 17 37 21.60  -3 14 58.70 22.624 0.045 21.671 0.038 -0.000
ID-0616 17 37 21.60  -3 17 27.52 21.251 0.012 20.214 0.010 -0.019
ID-0617 17 37 21.62  -3 17 17.31 22.261 0.028 21.345 0.024  0.003
ID-0618 17 37 21.62  -3 16 49.77 23.069 0.053 22.203 0.055  0.003
ID-0619 17 37 21.63  -3 13 37.35 22.673 0.040 21.606 0.036 -0.015
ID-0620 17 37 21.64  -3 11 17.80 22.669 0.035 21.474 0.025 -0.039
ID-0621 17 37 21.65  -3 14 53.66 22.564 0.039 21.635 0.035 -0.000
ID-0622 17 37 21.67  -3 12  5.90 23.127 0.054 22.068 0.054 -0.039
ID-0623 17 37 21.67  -3 16  7.31 20.450 0.006 20.093 0.009  0.003
ID-0624 17 37 21.69  -3 14 29.82 21.090 0.013 19.861 0.008 -0.015
ID-0625 17 37 21.70  -3 11 48.46 22.503 0.029 21.457 0.030 -0.039
ID-0626 17 37 21.70  -3 16 27.49 17.850 0.001 16.332 0.001  0.003
ID-0627 17 37 21.70  -3 17 29.84 22.801 0.053 21.690 0.040 -0.019
ID-0628 17 37 21.71  -3 17  7.89 21.933 0.023 20.889 0.022  0.003
ID-0629 17 37 21.72  -3 11 11.45 21.528 0.013 20.512 0.011 -0.039
ID-0630 17 37 21.72  -3 13 43.52 22.715 0.041 21.700 0.037 -0.015
ID-0631 17 37 21.72  -3 16 44.24 22.627 0.047 21.472 0.038  0.003
ID-0632 17 37 21.73  -3 11 44.63 22.164 0.022 21.141 0.024 -0.039
