#Num    X        Y        FwhmX    FwhmY    Angle    Mag      Flux      OMC    SNR
324    260.68   43.015   5.48     3.659    -0.1209  16.561   2030.95   9.821  9.103
325    13.821   58.421   5.163    4.07     1.204    16.566   2023.23   11.47  7.408
326    377.23   502.23   4.283    3.985    -0.1734  16.569   2016.65   3.083  33.82
327    189.86   934.23   4.05     3.82     -0.8008  16.595   1969.01   3.107  36.15
328    475.74   1053.6   4.037    3.883    -0.4388  16.603   1955.56   3.538  31.12
329    111.84   1966.4   4.344    3.977    -0.854   16.614   1935.66   2.102  47.04
330    218.14   531.86   3.844    3.708    -0.3008  16.614   1934.86   8.078  14.83
331    283.52   558.01   3.734    3.697    0.2069   16.629   1909.19   14.96  8.16
332    933.12   53.088   4.105    3.817    -0.2809  16.629   1908.02   2.059  52.18
333    63.231   329.96   3.882    3.81     0.5739   16.63    1906.15   5.345  21.28
334    2027.2   1108.2   4.376    4.167    -0.3148  16.634   1900.19   1.928  47.71
335    477.56   144.87   6.599    4.308    0.5425   16.636   1895.65   3.649  16.13
336    720.51   343.06   3.971    3.775    -0.147   16.637   1894.26   7.853  14.2
337    1054.1   12.367   4.098    3.959    -0.4414  16.644   1882.88   2.288  44.76
338    1605.4   1232.2   4.212    4.122    0.6311   16.644   1882.16   1.873  51.1
339    972.43   544.29   8.147    4.164    -0.1151  16.644   1881.61   4.921  9.948
340    261.43   476.48   7.079    4.262    0.8437   16.652   1868.13   3.575  15.29
