#	Isochrone	Z = 0.01900		Age = 	1.000e+07 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.00	0.15000001	0.1500	-2.4723	3.5307	5.1552	10.951	15.725	14.256	12.717	11.689	10.345	9.133	8.569	8.325	-9.59274740
	7.00	0.20000000	0.2000	-2.1657	3.5625	5.1007	10.184	14.372	13.025	11.569	10.639	9.563	8.454	7.829	7.607	-6.50542581
	7.00	0.25000000	0.2500	-1.9656	3.5780	5.0595	9.684	13.634	12.324	10.899	10.012	9.085	8.001	7.327	7.123	-4.81334753
	7.00	0.30000001	0.3000	-1.8137	3.5881	5.0273	9.304	13.082	11.798	10.402	9.539	8.693	7.654	6.962	6.780	-3.76315853
	7.00	0.34999999	0.3500	-1.6901	3.5958	5.0014	8.995	12.642	11.376	10.003	9.158	8.374	7.371	6.665	6.500	-3.05614800
	7.00	0.40000001	0.4000	-1.5625	3.6019	4.9561	8.676	12.238	10.978	9.623	8.793	8.050	7.070	6.351	6.200	-2.55202682
	7.00	0.44999999	0.4500	-1.4380	3.6081	4.9076	8.365	11.858	10.598	9.266	8.451	7.731	6.772	6.048	5.911	-2.17685426
	7.00	0.50000000	0.5000	-1.3306	3.6154	4.8752	8.097	11.500	10.247	8.942	8.143	7.450	6.521	5.794	5.672	-1.88823797
	7.00	0.60000002	0.6000	-1.1028	3.6316	4.7913	7.527	10.695	9.483	8.245	7.491	6.856	5.988	5.271	5.175	-1.47625717
	7.00	0.69999999	0.7000	-0.8626	3.6513	4.6967	6.926	9.728	8.630	7.488	6.800	6.228	5.435	4.758	4.684	-1.19890256
	7.00	0.80000001	0.8000	-0.6016	3.6821	4.6169	6.274	8.443	7.625	6.623	6.046	5.550	4.868	4.295	4.237	-1.00113983
	7.00	0.89999998	0.9000	-0.3655	3.7176	4.5743	5.684	7.224	6.717	5.856	5.384	4.960	4.399	3.938	3.893	-0.85396262
	7.00	1.00000000	1.0000	-0.1536	3.7477	4.5285	5.154	6.239	5.968	5.230	4.827	4.455	3.990	3.609	3.573	-0.74074074
	7.00	1.10000002	1.1000	0.0272	3.7702	4.4792	4.702	5.509	5.375	4.731	4.375	4.038	3.638	3.311	3.280	-0.65130752
	7.00	1.20000005	1.2000	0.2468	3.7962	4.4012	4.153	4.713	4.684	4.145	3.838	3.546	3.213	2.942	2.918	-0.57912395
	7.00	1.29999995	1.3000	0.3485	3.8031	4.3617	3.899	4.408	4.395	3.883	3.589	3.308	2.992	2.736	2.713	-0.51980772
	7.00	1.39999998	1.4000	0.5534	3.8337	4.3117	3.387	3.731	3.751	3.348	3.111	2.883	2.638	2.444	2.426	-0.47031994
